function,dimension,run_id,seed,n_particles,best_fitness,converged,iterations,convergence_iteration,evaluations,runtime
Ackley,10,17,18104,30,7.190759192088336e-06,True,215,215.0,6480,0.2725038528442383
Ackley,10,18,19104,30,9.156070146065787e-06,True,220,220.0,6630,0.2723259925842285
Ackley,10,19,20104,30,8.812108337696856e-06,True,207,207.0,6240,0.27704381942749023
Ackley,10,20,21104,30,8.928133617747136e-06,True,209,209.0,6300,0.2881612777709961
Ackley,10,21,22104,30,7.867983651710375e-06,True,229,229.0,6900,0.29899120330810547
Ackley,10,22,23104,30,9.92703062197009e-06,True,208,208.0,6270,0.2712099552154541
Ackley,10,23,24104,30,7.587944228948373e-06,True,223,223.0,6720,0.2939741611480713
Ackley,10,24,25104,30,9.313708023928058e-06,True,216,216.0,6510,0.3241465091705322
Ackley,10,25,26104,30,9.801724563107683e-06,True,198,198.0,5970,0.26438355445861816
Ackley,10,26,27104,30,8.924886025329926e-06,True,223,223.0,6720,0.2917497158050537
Ackley,10,27,28104,30,9.912195310324279e-06,True,207,207.0,6240,0.3181593418121338
Ackley,10,28,29104,30,1.155148502709832,False,300,,9030,0.4109346866607666
Ackley,10,29,30104,30,9.560615307879772e-06,True,223,223.0,6720,0.2748706340789795
Ackley,30,0,3104,50,1.6465303611210627,False,300,,15050,0.728649377822876
Ackley,30,1,4104,50,0.0032531100520185596,False,300,,15050,0.6360137462615967
Ackley,30,2,5104,50,1.5017511529584877,False,300,,15050,0.6472058296203613
Ackley,30,3,6104,50,1.899756532764361,False,300,,15050,0.6151638031005859
Ackley,30,4,7104,50,0.005383729984128838,False,300,,15050,0.70635986328125
Ackley,30,5,8104,50,0.01060680530046243,False,300,,15050,0.7375140190124512
Ackley,30,6,9104,50,0.0017768391017800589,False,300,,15050,0.6497304439544678
Ackley,30,7,10104,50,0.9313416734327231,False,300,,15050,0.6858994960784912
Ackley,30,8,11104,50,0.005777202870558273,False,300,,15050,0.6355540752410889
Ackley,30,9,12104,50,2.0133471524794975,False,300,,15050,0.6260221004486084
Ackley,30,10,13104,50,1.5021732521170539,False,300,,15050,0.6752381324768066
Ackley,30,11,14104,50,0.0018750286270869942,False,300,,15050,0.6364455223083496
Ackley,30,12,15104,50,0.004427978447641312,False,300,,15050,0.6313714981079102
Ackley,30,13,16104,50,1.5017508331516258,False,300,,15050,0.6497159004211426
Ackley,30,14,17104,50,1.7780176017352223,False,300,,15050,0.8254420757293701
Ackley,30,15,18104,50,0.002797505059114247,False,300,,15050,0.9175918102264404
Ackley,30,16,19104,50,1.3405141853979363,False,300,,15050,0.9350080490112305
Ackley,30,17,20104,50,2.0133173247497536,False,300,,15050,0.8825819492340088
Ackley,30,18,21104,50,3.2226756873843034,False,300,,15050,0.8623566627502441
Ackley,30,19,22104,50,0.005473475939436145,False,300,,15050,0.9462206363677979
Ackley,30,20,23104,50,0.9414218583313567,False,300,,15050,0.9671976566314697
Ackley,30,21,24104,50,1.6462488193450509,False,300,,15050,0.963738203048706
Ackley,30,22,25104,50,1.8997572761549901,False,300,,15050,0.9563913345336914
Ackley,30,23,26104,50,1.8997613362353332,False,300,,15050,0.8808369636535645
Ackley,30,24,27104,50,1.1551979016086489,False,300,,15050,0.919713020324707
Ackley,30,25,28104,50,1.501758570278675,False,300,,15050,0.821476936340332
Ackley,30,26,29104,50,0.019762675396130636,False,300,,15050,0.9707772731781006
Ackley,30,27,30104,50,1.340437838451582,False,300,,15050,0.8415026664733887
Ackley,30,28,31104,50,1.778003297597412,False,300,,15050,0.8497772216796875
Ackley,30,29,32104,50,2.0120067280103524,False,300,,15050,1.0336015224456787
