seed,best_value,weight_used,runtime_s,iters_to_best
0,1428,924,0.6020498275756836,0
1,1428,924,0.6124110221862793,0
2,1428,924,0.6357893943786621,0
3,1428,924,0.6012487411499023,0
4,1428,924,0.6585514545440674,0
5,1428,924,0.598242998123169,0
6,1428,924,0.5891764163970947,0
7,1428,924,0.5819008350372314,0
8,1428,924,0.5785231590270996,0
9,1428,924,0.5868487358093262,0
