seed,best_value,weight_used,runtime_s,iters_to_best
0,164045,2025,0.2876777648925781,0
1,164045,2025,0.28604698181152344,0
2,164045,2025,0.29161500930786133,0
3,164045,2025,0.28801822662353516,0
4,164045,2025,0.28865790367126465,0
5,164045,2025,0.2871284484863281,0
6,164045,2025,0.2909407615661621,0
7,164045,2025,0.286773681640625,0
8,164045,2025,0.28417468070983887,0
9,164045,2025,0.28531765937805176,0
