seed,best_value,weight_used,runtime_s,iters_to_best
0,164045,1625,0.29547762870788574,0
1,164045,1625,0.29488444328308105,0
2,164045,1625,0.29651904106140137,0
3,164045,1625,0.2939109802246094,0
4,164045,1625,0.2946457862854004,0
5,164045,1625,0.29308414459228516,0
6,164045,1625,0.2949032783508301,0
7,164045,1625,0.29757118225097656,0
8,164045,1625,0.29624485969543457,0
9,164045,1625,0.29832029342651367,0
