seed,best_value,weight_used,runtime_s,iters_to_best
0,164045,2225,0.2900881767272949,0
1,164045,2225,0.2868075370788574,0
2,164045,2225,0.29052281379699707,0
3,164045,2225,0.2880375385284424,0
4,164045,2225,0.3114476203918457,0
5,164045,2225,0.2860710620880127,0
6,164045,2225,0.2851226329803467,0
7,164045,2225,0.2904634475708008,0
8,164045,2225,0.2880420684814453,0
9,164045,2225,0.2893834114074707,0
