seed,best_value,weight_used,runtime_s,iters_to_best
0,1989,969,1.8972015380859375,0
1,1989,969,1.8944354057312012,0
2,1989,969,1.892853021621704,0
3,1989,969,1.891850233078003,0
4,1989,969,1.8956143856048584,0
5,1989,969,1.8913304805755615,0
6,1989,969,1.8948638439178467,0
7,1989,969,1.8956513404846191,0
8,1989,969,1.8937418460845947,0
9,1989,969,1.8978278636932373,0
